Fecha,Cierre,Apertura,Máximo,Mínimo,% var.
26/10/2004,11.5045,11.5465,11.5595,11.495,-0.0027
27/10/2004,11.528,11.501,11.543,11.5005,0.002
28/10/2004,11.525,11.524,11.575,11.515,-0.0003
29/10/2004,11.5362,11.5293,11.5503,11.5093,0.001
01/11/2004,11.5237,11.5137,11.5568,11.5137,-0.0011
02/11/2004,11.447,11.521,11.542,11.4325,-0.0067
03/11/2004,11.442,11.4485,11.4725,11.403,-0.0004
04/11/2004,11.4205,11.4335,11.437,11.3915,-0.0019
05/11/2004,11.382,11.423,11.4455,11.3795,-0.0034
08/11/2004,11.4277,11.3642,11.4387,11.3573,0.004
09/11/2004,11.448,11.425,11.477,11.407,0.0018
10/11/2004,11.4132,11.4407,11.4518,11.4057,-0.003
11/11/2004,11.4185,11.4215,11.4343,11.3905,0.0005
12/11/2004,11.3577,11.4173,11.4503,11.3428,-0.0053
15/11/2004,11.377,11.3595,11.378,11.332,0.0017
16/11/2004,11.367,11.378,11.39,11.344,-0.0009
17/11/2004,11.3045,11.3675,11.3705,11.298,-0.0055
18/11/2004,11.344,11.301,11.349,11.2925,0.0035
19/11/2004,11.389,11.334,11.41,11.3025,0.004
22/11/2004,11.368,11.3775,11.4225,11.3485,-0.0018
23/11/2004,11.337,11.3635,11.382,11.3295,-0.0027
24/11/2004,11.283,11.338,11.3425,11.2675,-0.0048
25/11/2004,11.263,11.289,11.2915,11.246,-0.0018
26/11/2004,11.26,11.2575,11.286,11.2275,-0.0003
29/11/2004,11.259,11.2535,11.2845,11.2405,-0.0001
30/11/2004,11.22,11.2705,11.2705,11.2115,-0.0035
01/12/2004,11.1363,11.2212,11.2293,11.1237,-0.0075
02/12/2004,11.172,11.133,11.189,11.0825,0.0032
03/12/2004,11.1015,11.1725,11.1785,11.096,-0.0063
06/12/2004,11.12,11.0935,11.1625,11.07,0.0017
07/12/2004,11.2066,11.1545,11.2145,11.102,0.0078
08/12/2004,11.25,11.2067,11.3165,11.1875,0.0039
09/12/2004,11.263,11.239,11.3115,11.221,0.0012
10/12/2004,11.345,11.2685,11.345,11.2555,0.0073
13/12/2004,11.2633,11.298,11.364,11.251,-0.0072
14/12/2004,11.2575,11.2595,11.3055,11.237,-0.0005
15/12/2004,11.181,11.2595,11.26,11.151,-0.0068
16/12/2004,11.258,11.179,11.3015,11.158,0.0069
17/12/2004,11.2218,11.2622,11.2997,11.2027,-0.0032
20/12/2004,11.1647,11.2043,11.2043,11.1352,-0.0051
21/12/2004,11.1775,11.164,11.1945,11.14,0.0011
22/12/2004,11.1498,11.1812,11.1958,11.1432,-0.0025
23/12/2004,11.1478,11.1427,11.1662,11.1212,-0.0002
24/12/2004,11.127,11.1585,11.167,11.127,-0.0019
27/12/2004,11.1645,11.1395,11.165,11.1,0.0034
28/12/2004,11.2375,11.1615,11.2545,11.1515,0.0065
29/12/2004,11.251,11.234,11.2875,11.2195,0.0012
30/12/2004,11.167,11.2505,11.2605,11.163,-0.0075
31/12/2004,11.135,11.163,11.184,11.134,-0.0029
03/01/2005,11.2282,11.1348,11.2452,11.1197,0.0084
04/01/2005,11.39,11.233,11.4025,11.2025,0.0144
05/01/2005,11.3545,11.378,11.4145,11.3215,-0.0031
06/01/2005,11.3807,11.3558,11.4398,11.3337,0.0023
07/01/2005,11.2705,11.3875,11.3945,11.2695,-0.0097
10/01/2005,11.252,11.2775,11.2885,11.2385,-0.0016
11/01/2005,11.218,11.2525,11.2525,11.195,-0.003
12/01/2005,11.17,11.211,11.231,11.1545,-0.0043
13/01/2005,11.215,11.1665,11.222,11.1535,0.004
14/01/2005,11.2175,11.219,11.258,11.1975,0.0002
17/01/2005,11.228,11.228,11.238,11.2075,0.0009
18/01/2005,11.249,11.2255,11.269,11.2255,0.0019
19/01/2005,11.222,11.249,11.2585,11.193,-0.0024
20/01/2005,11.29,11.2252,11.3155,11.213,0.0061
21/01/2005,11.2415,11.2915,11.2995,11.2315,-0.0043
24/01/2005,11.2447,11.2417,11.2553,11.2207,0.0003
25/01/2005,11.298,11.2435,11.336,11.24,0.0047
26/01/2005,11.2575,11.3,11.31,11.237,-0.0036
27/01/2005,11.286,11.2595,11.335,11.252,0.0025
28/01/2005,11.248,11.2895,11.2925,11.2305,-0.0034
31/01/2005,11.195,11.2465,11.268,11.165,-0.0047
01/02/2005,11.17,11.182,11.1905,11.164,-0.0022
02/02/2005,11.142,11.1715,11.184,11.14,-0.0025
03/02/2005,11.161,11.1396,11.175,11.1375,0.0017
04/02/2005,11.15,11.1625,11.1775,11.1285,-0.001
07/02/2005,11.18,11.1365,11.21,11.135,0.0027
08/02/2005,11.2058,11.1777,11.2332,11.1702,0.0023
09/02/2005,11.159,11.204,11.229,11.153,-0.0042
10/02/2005,11.156,11.158,11.1795,11.142,-0.0003
11/02/2005,11.147,11.159,11.165,11.141,-0.0008
14/02/2005,11.1555,11.1485,11.1625,11.1225,0.0008
15/02/2005,11.1669,11.1565,11.189,11.1311,0.001
16/02/2005,11.153,11.1695,11.19,11.1415,-0.0012
17/02/2005,11.09,11.1465,11.1535,11.0725,-0.0056
18/02/2005,11.075,11.08,11.1025,11.05,-0.0014
21/02/2005,11.074,11.068,11.0815,11.045,-0.0001
22/02/2005,11.0787,11.0703,11.0867,11.0072,0.0004
23/02/2005,11.0895,11.0845,11.12,11.0585,0.001
24/02/2005,11.1232,11.0912,11.1457,11.0653,0.003
25/02/2005,11.1002,11.1247,11.1788,11.0838,-0.0021
28/02/2005,11.098,11.0845,11.1155,11.0686,-0.0002
01/03/2005,11.111,11.0955,11.1236,11.0845,0.0012
02/03/2005,11.08,11.11,11.145,11.078,-0.0028
03/03/2005,11.114,11.087,11.119,11.039,0.0031
04/03/2005,11.03,11.116,11.1225,11.022,-0.0076
07/03/2005,11.025,11.025,11.06,11.0175,-0.0005
08/03/2005,10.981,11.0205,11.0295,10.9575,-0.004
09/03/2005,11.0177,10.9808,11.0484,10.9608,0.0033
10/03/2005,11.0304,11.0107,11.0861,10.9997,0.0012
11/03/2005,11.057,11.0325,11.0665,10.9965,0.0024
14/03/2005,11.161,11.0745,11.201,11.0565,0.0094
15/03/2005,11.2285,11.159,11.2445,11.1195,0.006
16/03/2005,11.228,11.198,11.28,11.186,0
17/03/2005,11.192,11.2275,11.2875,11.1825,-0.0032
18/03/2005,11.161,11.193,11.229,11.156,-0.0028
21/03/2005,11.2525,11.1715,11.2595,11.1655,0.0082
22/03/2005,11.2405,11.249,11.2555,11.144,-0.0011
23/03/2005,11.2805,11.2485,11.3115,11.2315,0.0036
24/03/2005,11.2675,11.2763,11.3073,11.2515,-0.0012
25/03/2005,11.2713,11.2701,11.285,11.2595,0.0003
28/03/2005,11.305,11.269,11.34,11.269,0.003
29/03/2005,11.2718,11.304,11.3165,11.2495,-0.0029
30/03/2005,11.2165,11.2701,11.2716,11.2121,-0.0049
31/03/2005,11.1702,11.2117,11.2293,11.1578,-0.0041
01/04/2005,11.1703,11.1725,11.2113,11.1315,0
04/04/2005,11.1975,11.1825,11.2305,11.1802,0.0024
05/04/2005,11.249,11.2015,11.279,11.1745,0.0046
06/04/2005,11.217,11.2305,11.2573,11.209,-0.0028
07/04/2005,11.18,11.215,11.225,11.167,-0.0033
08/04/2005,11.13,11.179,11.204,11.121,-0.0045
11/04/2005,11.104,11.1165,11.1275,11.0755,-0.0023
12/04/2005,11.0755,11.096,11.131,11.069,-0.0026
13/04/2005,11.0705,11.075,11.082,11.055,-0.0005
14/04/2005,11.133,11.067,11.1353,11.0665,0.0056
15/04/2005,11.111,11.125,11.1625,11.081,-0.002
18/04/2005,11.115,11.1225,11.155,11.102,0.0004
19/04/2005,11.075,11.1115,11.1305,11.0625,-0.0036
20/04/2005,11.0697,11.0768,11.0968,11.0502,-0.0005
21/04/2005,11.033,11.059,11.0815,11.0145,-0.0033
22/04/2005,11.063,11.0245,11.075,10.9915,0.0027
25/04/2005,11.053,11.0575,11.0955,11.0475,-0.0009
26/04/2005,11.0852,11.0547,11.0927,11.0388,0.0029
27/04/2005,11.105,11.077,11.1245,11.073,0.0018
28/04/2005,11.1513,11.1062,11.1637,11.1062,0.0042
29/04/2005,11.05,11.147,11.1505,11.038,-0.0091
02/05/2005,11.037,11.0325,11.0725,11.0165,-0.0012
03/05/2005,10.9967,11.0478,11.0478,10.9778,-0.0037
04/05/2005,10.9633,10.9923,11.0027,10.9522,-0.003
05/05/2005,10.92,10.9676,10.9768,10.9125,-0.0039
06/05/2005,10.945,10.923,10.955,10.92,0.0023
09/05/2005,10.9618,10.9543,10.9872,10.9337,0.0015
10/05/2005,11.047,10.9565,11.049,10.9535,0.0078
11/05/2005,11.0023,11.0442,11.0693,10.9832,-0.004
12/05/2005,11.009,11.0015,11.0375,10.9764,0.0006
13/05/2005,11.012,11.0085,11.0485,11.0015,0.0003
16/05/2005,11.0123,11.0323,11.0508,11.0068,0
17/05/2005,10.991,11.0025,11.028,10.9745,-0.0019
18/05/2005,10.93,10.9915,11.0015,10.9215,-0.0055
19/05/2005,10.9685,10.93,10.979,10.908,0.0035
20/05/2005,10.954,10.9665,10.988,10.9415,-0.0013
23/05/2005,10.955,10.9615,10.984,10.937,0.0001
24/05/2005,10.966,10.964,10.9895,10.9365,0.001
25/05/2005,10.9357,10.9692,10.9733,10.9268,-0.0028
26/05/2005,10.959,10.925,10.9785,10.925,0.0021
27/05/2005,10.877,10.957,10.959,10.8715,-0.0075
30/05/2005,10.87,10.88,10.915,10.86,-0.0006
31/05/2005,10.882,10.8903,10.9315,10.8595,0.0011
01/06/2005,10.8225,10.872,10.9195,10.8005,-0.0055
02/06/2005,10.8015,10.827,10.8495,10.7945,-0.0019
03/06/2005,10.849,10.8,10.8635,10.7847,0.0044
06/06/2005,10.87,10.844,10.8988,10.84,0.0019
07/06/2005,10.879,10.87,10.8895,10.84,0.0008
08/06/2005,10.8725,10.885,10.885,10.836,-0.0006
09/06/2005,10.883,10.8795,10.9235,10.8555,0.001
10/06/2005,10.8588,10.8865,10.8902,10.8498,-0.0022
13/06/2005,10.8525,10.856,10.889,10.8505,-0.0006
14/06/2005,10.835,10.856,10.866,10.825,-0.0016
15/06/2005,10.8085,10.836,10.8465,10.8024,-0.0024
16/06/2005,10.7897,10.8018,10.8202,10.7788,-0.0017
17/06/2005,10.818,10.7835,10.8225,10.7592,0.0026
20/06/2005,10.8205,10.8145,10.852,10.813,0.0002
21/06/2005,10.7675,10.8195,10.8436,10.7595,-0.0049
22/06/2005,10.7637,10.7592,10.7773,10.7447,-0.0004
23/06/2005,10.785,10.765,10.805,10.75,0.002
24/06/2005,10.76,10.784,10.7955,10.755,-0.0023
27/06/2005,10.804,10.757,10.8245,10.752,0.0041
28/06/2005,10.8038,10.8137,10.8137,10.7952,0
29/06/2005,10.7475,10.8025,10.8145,10.7285,-0.0052
30/06/2005,10.7428,10.7447,10.7967,10.7357,-0.0004
01/07/2005,10.7288,10.7437,10.7623,10.7132,-0.0013
04/07/2005,10.7435,10.7395,10.7648,10.727,0.0014
05/07/2005,10.7737,10.7387,10.7787,10.7337,0.0028
06/07/2005,10.7861,10.7774,10.7899,10.7579,0.0012
07/07/2005,10.78,10.778,10.78,10.771,-0.0006
08/07/2005,10.74,10.804,10.804,10.735,-0.0037
11/07/2005,10.679,10.7463,10.7585,10.6675,-0.0057
12/07/2005,10.7103,10.6696,10.7215,10.6415,0.0029
13/07/2005,10.665,10.7165,10.721,10.654,-0.0042
14/07/2005,10.6655,10.6615,10.678,10.625,0
15/07/2005,10.612,10.664,10.675,10.605,-0.005
18/07/2005,10.6162,10.6173,10.6228,10.5625,0.0004
19/07/2005,10.6075,10.605,10.6373,10.585,-0.0008
20/07/2005,10.628,10.6075,10.6665,10.59,0.0019
21/07/2005,10.6115,10.6305,10.645,10.6115,-0.0016
22/07/2005,10.6478,10.6182,10.6606,10.6003,0.0034
25/07/2005,10.7477,10.627,10.7497,10.6244,0.0094
26/07/2005,10.683,10.748,10.748,10.671,-0.006
27/07/2005,10.666,10.683,10.6925,10.622,-0.0016
28/07/2005,10.6101,10.6588,10.6707,10.5987,-0.0052
29/07/2005,10.6038,10.615,10.6195,10.5885,-0.0006
01/08/2005,10.59,10.595,10.6135,10.58,-0.0013
02/08/2005,10.618,10.5865,10.62,10.571,0.0026
03/08/2005,10.579,10.615,10.632,10.5715,-0.0037
04/08/2005,10.58,10.5805,10.5975,10.5655,0.0001
05/08/2005,10.602,10.585,10.619,10.575,0.0021
08/08/2005,10.659,10.5945,10.659,10.5815,0.0054
09/08/2005,10.6148,10.6597,10.6923,10.6113,-0.0041
10/08/2005,10.58,10.6161,10.6217,10.5717,-0.0033
11/08/2005,10.6075,10.582,10.6155,10.5625,0.0026
12/08/2005,10.644,10.603,10.6785,10.599,0.0034
15/08/2005,10.5925,10.641,10.6643,10.584,-0.0048
16/08/2005,10.605,10.5985,10.6205,10.565,0.0012
17/08/2005,10.6378,10.6092,10.6408,10.5922,0.0031
18/08/2005,10.7075,10.637,10.7145,10.6305,0.0066
19/08/2005,10.776,10.7075,10.812,10.69,0.0064
22/08/2005,10.7342,10.7697,10.7802,10.7177,-0.0039
23/08/2005,10.823,10.7335,10.8475,10.7065,0.0083
24/08/2005,10.906,10.8175,10.916,10.813,0.0077
25/08/2005,10.7991,10.9049,10.9099,10.7829,-0.0098
26/08/2005,10.849,10.8003,10.867,10.787,0.0046
29/08/2005,10.85,10.8528,10.903,10.82,0.0001
30/08/2005,10.829,10.852,10.885,10.82,-0.0019
31/08/2005,10.757,10.83,10.84,10.7417,-0.0066
01/09/2005,10.743,10.7572,10.7693,10.699,-0.0013
02/09/2005,10.672,10.748,10.75,10.6575,-0.0066
05/09/2005,10.67,10.6656,10.684,10.635,-0.0002
06/09/2005,10.685,10.675,10.7015,10.6621,0.0014
07/09/2005,10.739,10.678,10.743,10.655,0.0051
08/09/2005,10.7345,10.736,10.743,10.68,-0.0004
09/09/2005,10.692,10.7335,10.74,10.675,-0.004
12/09/2005,10.6937,10.6843,10.7163,10.6842,0.0002
13/09/2005,10.807,10.692,10.8128,10.6845,0.0106
14/09/2005,10.8225,10.7965,10.8565,10.774,0.0014
15/09/2005,10.816,10.8185,10.847,10.786,-0.0006
16/09/2005,10.8463,10.8263,10.8648,10.7778,0.0028
19/09/2005,10.821,10.8425,10.897,10.805,-0.0023
20/09/2005,10.828,10.8215,10.8415,10.796,0.0006
21/09/2005,10.8143,10.8263,10.8328,10.7647,-0.0013
22/09/2005,10.841,10.8143,10.862,10.803,0.0025
23/09/2005,10.8405,10.844,10.8715,10.831,0
26/09/2005,10.872,10.837,10.8955,10.835,0.0029
27/09/2005,10.888,10.8733,10.9205,10.87,0.0015
28/09/2005,10.855,10.8803,10.8925,10.835,-0.003
29/09/2005,10.7967,10.8552,10.8597,10.7892,-0.0054
30/09/2005,10.759,10.7975,10.8073,10.7535,-0.0035
03/10/2005,10.72,10.77,10.794,10.7165,-0.0036
04/10/2005,10.718,10.724,10.736,10.658,-0.0002
05/10/2005,10.7162,10.7199,10.7298,10.6938,-0.0002
06/10/2005,10.834,10.721,10.8465,10.7065,0.011
07/10/2005,10.789,10.8465,10.8605,10.783,-0.0042
10/10/2005,10.785,10.791,10.806,10.772,-0.0004
11/10/2005,10.815,10.796,10.824,10.7899,0.0028
12/10/2005,10.9375,10.8173,10.962,10.813,0.0113
13/10/2005,10.95,10.932,10.978,10.871,0.0011
14/10/2005,10.892,10.9525,10.97,10.885,-0.0053
17/10/2005,10.846,10.9,10.905,10.8325,-0.0042
18/10/2005,10.857,10.8475,10.8775,10.813,0.001
19/10/2005,10.84,10.866,10.8945,10.8255,-0.0016
20/10/2005,10.871,10.8433,10.879,10.8195,0.0029
21/10/2005,10.88,10.8775,10.931,10.85,0.0008
24/10/2005,10.8508,10.8827,10.8837,10.8417,-0.0027
25/10/2005,10.8785,10.8559,10.889,10.8315,0.0026
26/10/2005,10.9078,10.8758,10.9112,10.8613,0.0027
27/10/2005,10.91,10.9115,10.9483,10.895,0.0002
28/10/2005,10.833,10.9113,10.92,10.822,-0.0071
31/10/2005,10.786,10.838,10.8575,10.77,-0.0043
01/11/2005,10.7605,10.7895,10.795,10.7425,-0.0024
02/11/2005,10.7375,10.7635,10.7875,10.7235,-0.0021
03/11/2005,10.7622,10.7332,10.7662,10.7082,0.0023
04/11/2005,10.736,10.7616,10.774,10.721,-0.0024
07/11/2005,10.707,10.7365,10.7615,10.692,-0.0027
08/11/2005,10.7095,10.704,10.7471,10.704,0.0002
09/11/2005,10.7265,10.7105,10.736,10.6885,0.0016
10/11/2005,10.6872,10.7316,10.7443,10.6713,-0.0037
11/11/2005,10.673,10.6893,10.7005,10.6695,-0.0013
14/11/2005,10.665,10.68,10.7131,10.66,-0.0007
15/11/2005,10.645,10.666,10.677,10.6235,-0.0019
16/11/2005,10.669,10.6443,10.6714,10.6145,0.0023
17/11/2005,10.648,10.6705,10.6823,10.6285,-0.002
18/11/2005,10.661,10.6495,10.673,10.6343,0.0012
21/11/2005,10.6468,10.6651,10.6687,10.6246,-0.0013
22/11/2005,10.6238,10.651,10.6983,10.62,-0.0022
23/11/2005,10.6143,10.6218,10.6363,10.6078,-0.0009
24/11/2005,10.6138,10.6148,10.6205,10.602,0
25/11/2005,10.6045,10.6105,10.6195,10.5945,-0.0009
28/11/2005,10.556,10.6065,10.6123,10.5485,-0.0046
29/11/2005,10.587,10.5545,10.597,10.5495,0.0029
30/11/2005,10.5572,10.5882,10.6067,10.5518,-0.0028
01/12/2005,10.5057,10.5572,10.5672,10.4997,-0.0049
02/12/2005,10.4752,10.5053,10.5072,10.4258,-0.0029
05/12/2005,10.462,10.473,10.4958,10.452,-0.0013
06/12/2005,10.4232,10.4572,10.4642,10.3942,-0.0037
07/12/2005,10.4685,10.42,10.4825,10.41,0.0043
08/12/2005,10.54,10.47,10.5445,10.463,0.0068
09/12/2005,10.6412,10.5368,10.6758,10.5228,0.0096
12/12/2005,10.63,10.6325,10.6583,10.5997,-0.0011
13/12/2005,10.6275,10.6301,10.7225,10.602,-0.0002
14/12/2005,10.7293,10.6202,10.7542,10.6197,0.0096
15/12/2005,10.7357,10.7338,10.7952,10.7112,0.0006
16/12/2005,10.7368,10.7508,10.7895,10.7142,0.0001
19/12/2005,10.7317,10.7372,10.7782,10.7073,-0.0005
20/12/2005,10.672,10.729,10.7385,10.665,-0.0056
21/12/2005,10.6218,10.6703,10.681,10.618,-0.0047
22/12/2005,10.66,10.616,10.6687,10.6095,0.0036
23/12/2005,10.687,10.659,10.7,10.644,0.0025
26/12/2005,10.695,10.673,10.703,10.6635,0.0007
27/12/2005,10.7518,10.6883,10.7587,10.6883,0.0053
28/12/2005,10.7795,10.751,10.7906,10.736,0.0026
29/12/2005,10.6623,10.779,10.7832,10.6627,-0.0109
30/12/2005,10.6285,10.6523,10.6755,10.6025,-0.0032
02/01/2006,10.641,10.632,10.645,10.619,0.0012
03/01/2006,10.6352,10.6352,10.6672,10.6173,-0.0005
04/01/2006,10.5702,10.6282,10.6517,10.5617,-0.0061
05/01/2006,10.6303,10.5785,10.6495,10.5645,0.0057
06/01/2006,10.5615,10.6333,10.6585,10.5515,-0.0065
09/01/2006,10.58,10.5605,10.5881,10.522,0.0018
10/01/2006,10.631,10.5755,10.632,10.567,0.0048
11/01/2006,10.593,10.63,10.632,10.5885,-0.0036
12/01/2006,10.5873,10.5922,10.6008,10.5553,-0.0005
13/01/2006,10.561,10.59,10.607,10.5575,-0.0025
16/01/2006,10.546,10.5625,10.5775,10.545,-0.0014
17/01/2006,10.5877,10.546,10.6022,10.5173,0.004
18/01/2006,10.5658,10.5968,10.6196,10.5482,-0.0021
19/01/2006,10.509,10.5605,10.5668,10.495,-0.0054
20/01/2006,10.5467,10.5078,10.55,10.4827,0.0036
23/01/2006,10.54,10.543,10.55,10.507,-0.0006
24/01/2006,10.499,10.535,10.539,10.4895,-0.0039
25/01/2006,10.512,10.496,10.521,10.4727,0.0012
26/01/2006,10.4955,10.5135,10.5307,10.4865,-0.0016
27/01/2006,10.4425,10.4983,10.5085,10.4315,-0.005
30/01/2006,10.4545,10.4398,10.46,10.4255,0.0011
31/01/2006,10.4447,10.4522,10.4647,10.4282,-0.0009
01/02/2006,10.46,10.4473,10.4665,10.4207,0.0015
02/02/2006,10.4955,10.4615,10.504,10.438,0.0034
03/02/2006,10.4932,10.4961,10.5433,10.4768,-0.0002
06/02/2006,10.4575,10.4837,10.4845,10.4445,-0.0034
07/02/2006,10.5388,10.4562,10.5427,10.4497,0.0078
08/02/2006,10.529,10.5475,10.5745,10.511,-0.0009
09/02/2006,10.4941,10.5345,10.5465,10.4725,-0.0033
10/02/2006,10.512,10.485,10.5285,10.45,0.0017
13/02/2006,10.5467,10.5111,10.5592,10.4997,0.0033
14/02/2006,10.511,10.55,10.5545,10.505,-0.0034
15/02/2006,10.54,10.5095,10.5425,10.502,0.0028
16/02/2006,10.4802,10.5382,10.5442,10.4727,-0.0057
17/02/2006,10.4385,10.4833,10.4925,10.4265,-0.004
20/02/2006,10.4383,10.4558,10.4824,10.4334,0
21/02/2006,10.481,10.4355,10.4908,10.422,0.0041
22/02/2006,10.4665,10.4825,10.464,10.46,-0.0014
23/02/2006,10.488,10.464,10.5175,10.4365,0.0021
24/02/2006,10.4825,10.485,10.5189,10.467,-0.0005
27/02/2006,10.4765,10.482,10.4955,10.4621,-0.0006
28/02/2006,10.479,10.4725,10.4825,10.44,0.0002
01/03/2006,10.4725,10.4857,10.4918,10.4485,-0.0006
02/03/2006,10.5287,10.4717,10.5568,10.4537,0.0054
03/03/2006,10.574,10.529,10.6025,10.5245,0.0043
06/03/2006,10.6715,10.5855,10.682,10.5715,0.0092
07/03/2006,10.6788,10.6885,10.76,10.6788,0.0007
08/03/2006,10.7188,10.6672,10.7845,10.6487,0.0037
09/03/2006,10.7177,10.7177,10.7447,10.6758,-0.0001
10/03/2006,10.6862,10.715,10.7583,10.6747,-0.0029
13/03/2006,10.725,10.6775,10.7345,10.6655,0.0036
14/03/2006,10.677,10.732,10.7499,10.665,-0.0045
15/03/2006,10.6412,10.6678,10.6818,10.6333,-0.0034
16/03/2006,10.648,10.643,10.6665,10.61,0.0006
17/03/2006,10.7025,10.6385,10.7065,10.6255,0.0051
20/03/2006,10.7695,10.696,10.7815,10.689,0.0063
21/03/2006,10.8465,10.776,10.854,10.7615,0.0071
22/03/2006,10.8746,10.8493,10.8965,10.7998,0.0026
23/03/2006,10.9145,10.871,10.922,10.8225,0.0037
24/03/2006,10.8725,10.901,10.933,10.837,-0.0038
27/03/2006,10.9588,10.8628,10.9613,10.8533,0.0079
28/03/2006,11.0095,10.9675,11.03,10.9215,0.0046
29/03/2006,10.945,11.0135,11.0685,10.932,-0.0059
30/03/2006,10.9285,10.945,10.9645,10.8965,-0.0015
31/03/2006,10.8807,10.9277,10.9417,10.8738,-0.0044
03/04/2006,10.8495,10.8855,10.9268,10.849,-0.0029
04/04/2006,10.9225,10.8525,10.935,10.8235,0.0067
05/04/2006,11.0192,10.9258,11.0358,10.8923,0.0089
06/04/2006,11.102,11.017,11.116,10.977,0.0075
07/04/2006,11.148,11.097,11.188,11.0662,0.0041
10/04/2006,11.105,11.1485,11.1615,11.0801,-0.0039
11/04/2006,11.0495,11.107,11.1195,11.033,-0.005
12/04/2006,11.043,11.043,11.063,11.004,-0.0006
13/04/2006,11.102,11.038,11.118,11.025,0.0053
14/04/2006,11.09,11.092,11.1025,11.086,-0.0011
17/04/2006,11.05,11.092,11.1145,11.0405,-0.0036
18/04/2006,10.9402,11.0443,11.0542,10.9322,-0.0099
19/04/2006,10.97,10.934,11.008,10.913,0.0027
20/04/2006,11.044,10.964,11.0515,10.9595,0.0067
21/04/2006,11.044,11.0465,11.105,11.0195,0
24/04/2006,11.0828,11.0463,11.0953,11.0263,0.0035
25/04/2006,11.1545,11.0919,11.16,11.038,0.0065
26/04/2006,11.1448,11.1372,11.1994,11.1352,-0.0009
27/04/2006,11.115,11.138,11.1665,11.094,-0.0027
28/04/2006,11.057,11.1045,11.1275,11.0525,-0.0052
01/05/2006,11.0795,11.0645,11.099,11.0375,0.002
02/05/2006,10.9765,11.0735,11.0945,10.9695,-0.0093
03/05/2006,10.974,10.97,10.994,10.9395,-0.0002
04/05/2006,10.973,10.972,11.0039,10.957,-0.0001
05/05/2006,10.959,10.973,10.992,10.927,-0.0013
08/05/2006,10.9313,10.9638,10.9679,10.9143,-0.0025
09/05/2006,10.8775,10.9285,10.9665,10.8615,-0.0049
10/05/2006,10.8555,10.872,10.8945,10.8195,-0.002
11/05/2006,10.886,10.842,10.8985,10.805,0.0028
12/05/2006,11.107,10.8908,11.1125,10.882,0.0203
15/05/2006,11.1468,11.1,11.2552,11.1,0.0036
16/05/2006,11.047,11.1425,11.1553,11.024,-0.009
17/05/2006,11.202,11.037,11.212,10.975,0.014
18/05/2006,11.1622,11.197,11.2373,11.14,-0.0036
19/05/2006,11.191,11.16,11.2225,11.111,0.0026
22/05/2006,11.2602,11.2108,11.3128,11.2108,0.0062
23/05/2006,11.3435,11.2495,11.362,11.176,0.0074
24/05/2006,11.208,11.3495,11.374,11.207,-0.0119
25/05/2006,11.14,11.215,11.2585,11.125,-0.0061
26/05/2006,11.119,11.129,11.181,11.094,-0.0019
29/05/2006,11.198,11.12,11.204,11.1025,0.0071
30/05/2006,11.322,11.195,11.33,11.1832,0.0111
31/05/2006,11.331,11.313,11.358,11.252,0.0008
01/06/2006,11.231,11.327,11.3545,11.231,-0.0088
02/06/2006,11.297,11.234,11.368,11.1865,0.0059
05/06/2006,11.3315,11.3015,11.3405,11.2575,0.0031
06/06/2006,11.3075,11.3305,11.3875,11.2917,-0.0021
07/06/2006,11.36,11.309,11.369,11.292,0.0046
08/06/2006,11.4025,11.3485,11.4495,11.3425,0.0037
09/06/2006,11.3938,11.4013,11.4058,11.3673,-0.0008
12/06/2006,11.4505,11.3775,11.4525,11.3602,0.005
13/06/2006,11.478,11.434,11.4938,11.419,0.0024
14/06/2006,11.444,11.4695,11.5025,11.4235,-0.003
15/06/2006,11.385,11.443,11.4475,11.368,-0.0052
16/06/2006,11.4445,11.387,11.4486,11.3645,0.0052
19/06/2006,11.4795,11.4475,11.4893,11.417,0.0031
20/06/2006,11.44,11.48,11.517,11.428,-0.0034
21/06/2006,11.3895,11.4475,11.488,11.3845,-0.0044
22/06/2006,11.444,11.387,11.463,11.371,0.0048
23/06/2006,11.408,11.4455,11.4978,11.403,-0.0031
26/06/2006,11.479,11.409,11.487,11.372,0.0062
27/06/2006,11.435,11.4805,11.4965,11.412,-0.0038
28/06/2006,11.4162,11.4337,11.4467,11.3807,-0.0016
29/06/2006,11.307,11.409,11.435,11.302,-0.0096
30/06/2006,11.335,11.307,11.37,11.235,0.0025
03/07/2006,11.0975,11.3435,11.3585,11.0845,-0.021
04/07/2006,11.067,11.093,11.1265,11.05,-0.0027
05/07/2006,11.2558,11.075,11.265,11.075,0.0171
06/07/2006,11.0278,11.2467,11.2467,11.0207,-0.0203
07/07/2006,11.0068,11.0337,11.0708,10.9787,-0.0019
10/07/2006,11.0047,11.0173,11.0267,10.9403,-0.0002
11/07/2006,10.978,10.9985,11.0328,10.9655,-0.0024
12/07/2006,11.0633,10.9688,11.0633,10.9654,0.0078
13/07/2006,11.0625,11.0545,11.0947,11.0055,-0.0001
14/07/2006,10.974,11.065,11.0715,10.974,-0.008
17/07/2006,10.9805,10.9735,11.0135,10.973,0.0006
18/07/2006,10.9253,10.9798,11.0017,10.8938,-0.005
19/07/2006,10.873,10.9295,10.961,10.8645,-0.0048
20/07/2006,10.879,10.868,10.898,10.852,0.0006
21/07/2006,10.974,10.88,10.992,10.8638,0.0087
